1,1800
2,1500
3,1200
4,1150
5,1160
6,1033.333333
7,1057.142857
8,1525
9,1400
10,1340
11,1254.545455
12,1250
13,1338.461538
14,1271.428571
15,1213.333333
16,1162.5
17,1152.941176
18,1155.555556
19,1115.789474
20,1080
21,1054.761905
22,1461.363636
23,1432.608696
24,1381.25
25,1358
26,1444.230769
27,1457.407407
28,1419.642857
29,1453.448276
30,1425
31,1391.935484
32,1373.4375
33,1380.30303
34,1345.588235
35,1318.571429
36,1381.944444
37,1506.756757
38,1477.631579
39,1444.871795
40,1548.75
41,1548.75
42,1543.75
43,1563.75
44,1578.75
45,1593.75
46,1573.75
47,1573.75
48,1613.75
49,1573.75
50,1568.75
51,1558.75
52,1648.75
53,1633.75
54,1583.75
55,1583.75
56,1578.75
57,1648.75
58,1633.75
59,1738.75
60,1738.75
61,1778.75
62,1775
63,1590
64,1700
65,1715
66,1835
67,1755
68,1715
69,1775
70,1745
71,1740
72,1740
73,1730
74,1790
75,1795
76,1850
77,1770
78,1670
79,1670
80,1725
81,1590
82,1580
83,1550
84,1630
85,1605
86,1605
87,1600
88,1545
89,1475
90,1500
91,1620
92,1530
93,1525
94,1525
95,1545
96,1640
97,1620
98,1665
99,1630
100,1750
101,1720
102,1810
103,1795
104,1670
105,1690
106,1560
107,1625
108,1650
109,1590
110,1565
111,1645
112,1645
113,1640
114,1550
115,1595
116,1560
117,1600
118,1680
119,1685
120,1640
121,1645
122,1625
123,1625
124,1520
125,1525
126,1525
127,1530
128,1565
129,1595
130,1585
131,1515
132,1515
133,1535
134,1535
135,1515
136,1420
137,1490
138,1585
139,1495
140,1375
141,1365
142,1270
143,1228.75
144,1233.75
145,1243.75
146,1243.75
147,1238.75
148,1218.75
149,1218.75
150,1223.75
151,1138.75
152,1188.75
153,1223.75
154,1278.75
155,1233.75
156,1208.75
157,1208.75
158,1188.75
159,1203.75
160,1238.75
161,1258.75
162,1298.75
163,1293.75
164,1308.75
165,1298.75
166,1298.75
167,1368.75
168,1343.75
169,1313.75
170,1303.75
171,1248.75
172,1248.75
173,1228.75
174,1238.75
175,1251.25
176,1256.25
177,1226.25
178,1091.25
179,1086.25
180,1113.75
181,1113.75
182,1158.75
183,1210
184,1230
185,1190
186,1190
187,1150
188,1150
189,1160
190,1160
191,1265
192,1460
193,1475
194,1575
195,1640
196,1675
197,1635
198,1545
199,1672.5
200,1632.5
201,1792.5
202,1752.5
203,1747.5
204,1837.5
205,1857.5
206,1857.5
207,1887.5
208,1872.5
209,1892.5
210,2152.5
211,2157.5
212,2207.5
213,2207.5
214,2197.5
215,2215.75
216,2215.75
217,2125.75
218,2120.75
219,2135.75
220,2108.25
221,2248.25
222,2218.25
223,2178.25
224,2158.25
225,2188.25
226,2188.25
227,2178.25
228,2184.5
229,2174.5
230,2274.5
231,2208.25
232,2043.25
233,2048.25
234,1903.25
235,1838.25
236,1818.25
237,1857
238,1847
239,1719.5
240,1719.5
241,1542
242,1582
243,1577
244,1607
245,1587
246,1587
247,1487
248,1487
249,1535.75
250,1282
251,1292
252,1242
253,1262
254,1352
255,1321.25
256,1332.5
257,1331.25
258,1331.25
259,1330
260,1335
261,1195
262,1185
263,1265
264,1275
265,1245
266,1315
267,1305
268,1308.75
269,1328.75
270,1238.75
271,1215
272,1195
273,1235
274,1225
275,1225
276,1210
277,1191.25
278,1190
279,1190
280,1240
281,1237.5
282,1207.5
283,1212.5
284,1092.5
285,1092.5
286,1102.5
287,1152.5
288,1232.5
289,1163.75
290,1167.5
291,1167.5
292,1177.5
293,1156.25
294,1066.25
295,1076.25
296,1145
297,1146.25
298,1206.25
299,1197.5
300,1222.5
301,1282.5
302,1282.5
303,1192.5
304,1182.5
305,1192.5
306,1122.5
307,1172.5
308,1212.5
309,1192.5
310,1232.5
311,1222.5
312,1182.5
313,1092.5
314,1262.5
315,1362.5
316,1417.5
317,1417.5
318,1448.75
319,1438.75
320,1560.85
321,1590.85
322,1590.85
323,1590.85
324,1580.85
325,1620.85
326,1610.85
327,1660.85
328,1620.85
329,1630.1
330,1790.1
331,1805.1
332,1845.1
333,1846.35
334,1966.35
335,2296.35
336,2216.35
337,2256.35
338,2206.35
339,2266.35
340,2236.35
341,2186.35
342,2186.35
343,2186.35
344,2186.35
345,2191.35
346,2201.35
347,2316.35
348,2356.35
349,2466.35
350,2436.35
351,2626.35
352,2716.35
353,2821.35
354,2681.35
355,2591.35
356,2600
357,2607.5
358,2617.5
359,2617.5
360,2445.4
361,2415.4
362,2485.4
363,2485.4
364,2575.4
365,2545.4
366,2565.4
367,2505.4
368,2465.4
369,2476.15
370,2306.15
371,2281.15
372,2331.15
373,2346.15
374,2256.15
375,1916.15
376,1926.15
377,1896.15
378,1906.15
379,1856.15
380,2004.9
381,1994.9
382,1994.9
383,1994.9
384,2004.9
385,1989.9
386,2069.9
387,1899.9
388,1819.9
389,1709.9
390,1699.9
391,1509.4
392,1429.4
393,1374.4
394,1354.4
395,1339.4
